অল্টরনেটিভ,ꯑꯜꯇꯔꯅꯦꯇꯤꯚ
নোক্নজরসনু,ꯅꯣꯛꯅꯖꯔꯁꯅꯨ
য়েংহন্নবগী,ꯌꯦꯡꯍꯟꯅꯕꯒꯤ
লেংলোইদবনি,ꯂꯦꯡꯂꯣꯏꯗꯕꯅꯤ
প্রাক্সিসু,ꯄꯔ꯭ꯥꯛꯁꯤꯁꯨ
ওইখিদ্রবদি,ꯑꯣꯏꯈꯤꯗꯔ꯭ꯕꯗꯤ
প্লান্তেইন,ꯄꯂ꯭ꯥꯟꯇꯦꯏꯟ
লৈহল্লক্তে,ꯂꯩꯍꯜꯂꯛꯇꯦ
মীওইশিংনি,ꯃꯤꯑꯣꯏꯁꯤꯡꯅꯤ
পাম্নহৌরি,ꯄꯥꯝꯅꯍꯧꯔꯤ
ইকোনোমিকেল,ꯏꯀꯣꯅꯣꯃꯤꯀꯦꯜ
ৱায়েল্লোন,ꯋꯥꯌꯦꯜꯂꯣꯟ
মীকুপ্মুক্,ꯃꯤꯀꯨꯞꯃꯨꯛ
য়ুৱারহাবগী,ꯌꯨꯋꯥꯔꯍꯥꯕꯒꯤ
ঙাইখিবোইরে,ꯉꯥꯏꯈꯤꯕꯣꯏꯔꯦ
রিয়ুমেতোইদ,ꯔꯤꯌꯨꯃꯦꯇꯣꯏꯗ
পারহায়াশীং,ꯄꯥꯔꯍꯥꯌꯥꯁꯤꯡ
হোষ্টলেভেল,ꯍꯣꯁꯇꯂꯦꯚꯦꯜ
মেমোরেন্দম,ꯃꯦꯃꯣꯔꯦꯟꯗꯝ
চেল্লক্পবু,ꯆꯦꯜꯂꯛꯄꯕꯨ
পুথোক্পিরক,ꯄꯨꯊꯣꯛꯄꯤꯔꯛ
গবর্নমেন্ট,ꯒꯕꯔꯅꯃꯦꯟꯇ
শেন্নরম্মী,ꯁꯦꯟꯅꯔꯝꯃꯤ
ক্বালিটিগী,ꯀꯋ꯭ꯥꯂꯤꯇꯤꯒꯤ
ইন্সুলেটিং,ꯏꯟꯁꯨꯂꯦꯇꯤꯡ
তোমোগ্রাফি,ꯇꯣꯃꯣꯒꯔ꯭ꯥꯐꯤ
লাইয়েংগীদি,ꯂꯥꯏꯌꯦꯡꯒꯤꯗꯤ
কায়্নরসিকো,ꯀꯥꯌꯅꯔꯁꯤꯀꯣ
পাক্ত্রবদি,ꯄꯥꯛꯇꯔ꯭ꯕꯗꯤ
চন্দ্রাশখী,ꯆꯟꯗꯔ꯭ꯥꯁꯈꯤ
ৱাইল্ডলাইফ,ꯋꯥꯏꯜꯗꯂꯥꯏꯐ
প্রিফরেন্স,ꯄꯔ꯭ꯤꯐꯔꯦꯟꯁ
পায়খৎলিবদি,ꯄꯥꯌꯈꯠꯂꯤꯕꯗꯤ
শেন্নগদবনি,ꯁꯦꯟꯅꯒꯗꯕꯅꯤ
এক্সপিয়ারি,ꯑꯦꯛꯁꯄꯤꯌꯥꯔꯤ
কোওরদিনেসন,ꯀꯣꯑꯣꯔꯗꯤꯅꯦꯁꯟ
হান্নগম্না,ꯍꯥꯟꯅꯒꯝꯅꯥ
হন্থখ্রবদি,ꯍꯟꯊꯈꯔ꯭ꯕꯗꯤ
অমাষ্টিগোট,ꯑꯃꯥꯁꯇꯤꯒꯣꯠ
ফাখিদ্রবদি,ꯐꯥꯈꯤꯗꯔ꯭ꯕꯗꯤ
এপিসিওটোমি,ꯑꯦꯄꯤꯁꯤꯑꯣꯇꯣꯃꯤ
মাইকৈদগীদি,ꯃꯥꯏꯀꯩꯗꯒꯤꯗꯤ
হাত্ত্রবদি,ꯍꯥꯠꯇꯔ꯭ꯕꯗꯤ
লায়্রেন্দু,ꯂꯥꯌꯔ꯭ꯦꯟꯗꯨ
পাল্লবোইরে,ꯄꯥꯜꯂꯕꯣꯏꯔꯦ
মান্দ্রবদি,ꯃꯥꯟꯗꯔ꯭ꯕꯗꯤ
ফ্রন্টলাইন,ꯐꯔ꯭ꯟꯇꯂꯥꯏꯟ
ইচানুপীশিং,ꯏꯆꯥꯅꯨꯄꯤꯁꯤꯡ
তেংবাংবীখি,ꯇꯦꯡꯕꯥꯡꯕꯤꯈꯤ
পোক্ত্রবদি,ꯄꯣꯛꯇꯔ꯭ꯕꯗꯤ
আফ্রিকাদদি,ꯑꯥꯐꯔ꯭ꯤꯀꯥꯗꯗꯤ
সোর্সশীংনি,ꯁꯣꯔꯁꯁꯤꯡꯅꯤ
মাইক্রোফিচ,ꯃꯥꯏꯀꯔ꯭ꯣꯐꯤꯆ
কম্পোষ্টগী,ꯀꯝꯄꯣꯁꯇꯒꯤ
তরেত্মক্সি,ꯇꯔꯦꯠꯃꯛꯁꯤ
থৌরাংথৌশিল,ꯊꯧꯔꯥꯡꯊꯧꯁꯤꯜ
রিপোর্তশিং,ꯔꯤꯄꯣꯔꯇꯁꯤꯡ
য়ৌদ্রিঙৈগী,ꯌꯧꯗꯔ꯭ꯤꯉꯩꯒꯤ
য়েংবীগদবনি,ꯌꯦꯡꯕꯤꯒꯗꯕꯅꯤ
শেম্শাহৌরে,ꯁꯦꯝꯁꯥꯍꯧꯔꯦ
সবস্ক্রাইব,ꯁꯕꯁꯀꯔ꯭ꯥꯏꯕ
কেটালাইটিক,ꯀꯦꯇꯥꯂꯥꯏꯇꯤꯛ
কিদনেপিংগী,ꯀꯤꯗꯅꯦꯄꯤꯡꯒꯤ
প্লানিংদসু,ꯄꯂ꯭ꯥꯅꯤꯡꯗꯁꯨ
জাতিবিজাতি,ꯖꯥꯇꯤꯕꯤꯖꯥꯇꯤ
লৌথোক্নবগী,ꯂꯧꯊꯣꯛꯅꯕꯒꯤ
রিসর্চরশীং,ꯔꯤꯁꯔꯆꯔꯁꯤꯡ
নাইত্রোজেন,ꯅꯥꯏꯇꯔ꯭ꯣꯖꯦꯟ
ডাইরেক্টরি,ꯗꯥꯏꯔꯦꯛꯇꯔꯤ
পাভিত্রাবু,ꯄꯥꯚꯤꯇꯔ꯭ꯥꯕꯨ
সেগ্রেগেসন,ꯁꯦꯒꯔ꯭ꯦꯒꯦꯁꯟ
রেসপোন্সিভ,ꯔꯦꯁꯄꯣꯟꯁꯤꯚ
মর্ফুমাথোই,ꯃꯔꯐꯨꯃꯥꯊꯣꯏ
লৈথোক্খ্রে,ꯂꯩꯊꯣꯛꯈꯔ꯭ꯦ
ফেক্টরিজবু,ꯐꯦꯛꯇꯔꯤꯖꯕꯨ
দ্রাইভরশিং,ꯗꯔ꯭ꯥꯏꯚꯔꯁꯤꯡ
লেজিসলেটিভ,ꯂꯦꯖꯤꯁꯂꯦꯇꯤꯚ
নুমিত্তুগী,ꯅꯨꯃꯤꯠꯇꯨꯒꯤ
মীওইশীংদসু,ꯃꯤꯑꯣꯏꯁꯤꯡꯗꯁꯨ
চত্খ্রিবদু,ꯆꯠꯈꯔ꯭ꯤꯕꯗꯨ
থিওরিশিংগী,ꯊꯤꯑꯣꯔꯤꯁꯤꯡꯒꯤ
আর্চিতাবু,ꯑꯥꯔꯆꯤꯇꯥꯕꯨ
লৈরক্নিঙাই,ꯂꯩꯔꯛꯅꯤꯉꯥꯏ
চত্নখ্রেদো,ꯆꯠꯅꯈꯔ꯭ꯦꯗꯣ
টেক্সচরশীং,ꯇꯦꯛꯁꯆꯔꯁꯤꯡ
ইন্ত্রানেট,ꯏꯟꯇꯔ꯭ꯥꯅꯦꯠ
ইম্পেক্টকী,ꯏꯝꯄꯦꯛꯇꯀꯤ
ময়াংলেন্দা,ꯃꯌꯥꯡꯂꯦꯟꯗꯥ
কোলেজশীংগী,ꯀꯣꯂꯦꯖꯁꯤꯡꯒꯤ
সিস্ত্রেইন,ꯁꯤꯁꯇꯔ꯭ꯦꯏꯟ
অনাবশীংদগী,ꯑꯅꯥꯕꯁꯤꯡꯗꯒꯤ
শিজিন্নগনি,ꯁꯤꯖꯤꯟꯅꯒꯅꯤ
এদভাইজরশীং,ꯑꯦꯗꯚꯥꯏꯖꯔꯁꯤꯡ
ঙাঙ্খিদ্রি,ꯉꯥꯡꯈꯤꯗꯔ꯭ꯤ
মিনিস্ট্রি,ꯃꯤꯅꯤꯁꯇꯔ꯭ꯤ
লাউরিবসিবো,ꯂꯥꯎꯔꯤꯕꯁꯤꯕꯣ
খেন্নবদুসু,ꯈꯦꯟꯅꯕꯗꯨꯁꯨ
ভাইএবিলিটি,ꯚꯥꯏꯑꯦꯕꯤꯂꯤꯇꯤ
ব্রাঞ্চশীং,ꯕꯔ꯭ꯥꯟꯆꯁꯤꯡ
এপ্রেসিএসন,ꯑꯦꯄꯔ꯭ꯦꯁꯤꯑꯦꯁꯟ
কোগনাইজেবল,ꯀꯣꯒꯅꯥꯏꯖꯦꯕꯜ
তপ্থরবোইরে,ꯇꯞꯊꯔꯕꯣꯏꯔꯦ
য়াম্থাপ্পী,ꯌꯥꯝꯊꯥꯞꯄꯤ
ঈল্লক্পদগী,ꯏꯜꯂꯛꯄꯗꯒꯤ
লৌউশীংউবগী,ꯂꯧꯎꯁꯤꯡꯎꯕꯒꯤ
লোত্খ্রেদো,ꯂꯣꯠꯈꯔ꯭ꯦꯗꯣ
খুত্থাংদসু,ꯈꯨꯠꯊꯥꯡꯗꯁꯨ
ইলাইব্রেরি,ꯏꯂꯥꯏꯕꯔ꯭ꯦꯔꯤ
পেরেন্তহুদ,ꯄꯦꯔꯦꯟꯇꯍꯨꯗ
নুংশিৎউতোং,ꯅꯨꯡꯁꯤꯠꯎꯇꯣꯡ
নেমাটোদশীং,ꯅꯦꯃꯥꯇꯣꯗꯁꯤꯡ
তান্নখিবগী,ꯇꯥꯟꯅꯈꯤꯕꯒꯤ
থাদরক্পদগী,ꯊꯥꯗꯔꯛꯄꯗꯒꯤ
সোরারেল্দা,ꯁꯣꯔꯥꯔꯦꯜꯗꯥ
টোপোগ্রাফি,ꯇꯣꯄꯣꯒꯔ꯭ꯥꯐꯤ
চাউখৎহল্লি,ꯆꯥꯎꯈꯠꯍꯜꯂꯤ
ডেতাবেজদগী,ꯗꯦꯇꯥꯕꯦꯖꯗꯒꯤ
পেত্থরক্খি,ꯄꯦꯠꯊꯔꯛꯈꯤ
কদায়্দগীনো,ꯀꯗꯥꯌꯗꯒꯤꯅꯣ
দেলিভরিদগী,ꯗꯦꯂꯤꯚꯔꯤꯗꯒꯤ
পুন্সিল্লে,ꯄꯨꯟꯁꯤꯜꯂꯦ
এক্যুয়ার্দ,ꯑꯦꯀꯌ꯭ꯨꯌꯥꯔꯗ
খুদোংচাবগী,ꯈꯨꯗꯣꯡꯆꯥꯕꯒꯤ
ইন্দস্ত্রি,ꯏꯟꯗꯁꯇꯔ꯭ꯤ
উচেক্শিংসু,ꯎꯆꯦꯛꯁꯤꯡꯁꯨ
হায়্জবোইরে,ꯍꯥꯌꯖꯕꯣꯏꯔꯦ
থোক্পাতারে,ꯊꯣꯛꯄꯥꯇꯥꯔꯦ
জিওফিজিকেল,ꯖꯤꯑꯣꯐꯤꯖꯤꯀꯦꯜ
কোয়্শিদবনি,ꯀꯣꯌꯁꯤꯗꯕꯅꯤ
দাটাবেজশিং,ꯗꯥꯇꯥꯕꯦꯖꯁꯤꯡ
থেংনাবোইরে,ꯊꯦꯡꯅꯥꯕꯣꯏꯔꯦ
চিঞ্জাক্তি,ꯆꯤꯟꯖꯥꯛꯇꯤ
হৱাইমান্না,ꯍꯋꯥꯏꯃꯥꯟꯅꯥ
অঙাংশীংদসু,ꯑꯉꯥꯡꯁꯤꯡꯗꯁꯨ
মেসেজশীংগী,ꯃꯦꯁꯦꯖꯁꯤꯡꯒꯤ
মহারাষ্ট্র,ꯃꯍꯥꯔꯥꯁꯇꯔ꯭
হোন্দোক্কে,ꯍꯣꯟꯗꯣꯛꯀꯦ
ইলিমেন্টরি,ꯏꯂꯤꯃꯦꯟꯇꯔꯤ
পায়বশীংদদি,ꯄꯥꯌꯕꯁꯤꯡꯗꯗꯤ
ইফিসিএন্সি,ꯏꯐꯤꯁꯤꯑꯦꯟꯁꯤ
ফ্রোষ্টনিপ,ꯐꯔ꯭ꯣꯁꯇꯅꯤꯞ
থৌরাংথৌশীল,ꯊꯧꯔꯥꯡꯊꯧꯁꯤꯜ
তরাহুম্দোই,ꯇꯔꯥꯍꯨꯝꯗꯣꯏ
লৌখৎত্রবদি,ꯂꯧꯈꯠꯇꯔ꯭ꯕꯗꯤ
দিস্পোজেবল,ꯗꯤꯁꯄꯣꯖꯦꯕꯜ
ইলেক্তোরেল,ꯏꯂꯦꯛꯇꯣꯔꯦꯜ
ফার্মলেন্দ,ꯐꯥꯔꯃꯂꯦꯟꯗ
চাউখৎলিবগে,ꯆꯥꯎꯈꯠꯂꯤꯕꯒꯦ
কোর্সশিংগী,ꯀꯣꯔꯁꯁꯤꯡꯒꯤ
থাবাতোন্গী,ꯊꯥꯕꯥꯇꯣꯟꯒꯤ
এজুকেস্নেল,ꯑꯦꯖꯨꯀꯦꯁꯅꯦꯜ
মীওইশীংশীং,ꯃꯤꯑꯣꯏꯁꯤꯡꯁꯤꯡ
ফ্রিক্সনেল,ꯐꯔ꯭ꯤꯛꯁꯅꯦꯜ
চাত্ক্রবদি,ꯆꯥꯠꯀꯔ꯭ꯕꯗꯤ
বেনিফিৎশিং,ꯕꯦꯅꯤꯐꯤꯠꯁꯤꯡ
মেটাবোলিজম,ꯃꯦꯇꯥꯕꯣꯂꯤꯖꯝ
থীদোক্নবগী,ꯊꯤꯗꯣꯛꯅꯕꯒꯤ
হোত্নরম্মী,ꯍꯣꯠꯅꯔꯝꯃꯤ
তেক্নোলোজি,ꯇꯦꯛꯅꯣꯂꯣꯖꯤ
পায়রুবসিনি,ꯄꯥꯌꯔꯨꯕꯁꯤꯅꯤ
ফোরকাষ্টিক,ꯐꯣꯔꯀꯥꯁꯇꯤꯛ
পেইন্টিংগী,ꯄꯦꯏꯟꯇꯤꯡꯒꯤ
য়ান্সিন্নৈ,ꯌꯥꯟꯁꯤꯟꯅꯩ
পাংবখক্তনি,ꯄꯥꯡꯕꯈꯛꯇꯅꯤ
হোংবীগদবনি,ꯍꯣꯡꯕꯤꯒꯗꯕꯅꯤ
স্প্রেদশীত,ꯁꯄ꯭ꯔ꯭ꯦꯗꯁꯤꯠ
ৱেষ্টলেন্দ,ꯋꯦꯁꯇꯂꯦꯟꯗ
এন্ট্রান্স,ꯑꯦꯟꯇꯔ꯭ꯥꯟꯁ
ইভিদেন্সকী,ꯏꯚꯤꯗꯦꯟꯁꯀꯤ
মথম্মোয়্দা,ꯃꯊꯝꯃꯣꯌꯗꯥ
টোক্সোইদকী,ꯇꯣꯛꯁꯣꯏꯗꯀꯤ
ইখুত্মক্না,ꯏꯈꯨꯠꯃꯛꯅꯥ
কাইথবসিদগী,ꯀꯥꯏꯊꯕꯁꯤꯗꯒꯤ
মেক্সিমাইজ,ꯃꯦꯛꯁꯤꯃꯥꯏꯖ
তেংবাংবশিং,ꯇꯦꯡꯕꯥꯡꯕꯁꯤꯡ
পোটেন্সিএল,ꯄꯣꯇꯦꯟꯁꯤꯑꯦꯜ
নোম্জরক্কে,ꯅꯣꯝꯖꯔꯛꯀꯦ
ক্লষ্টরদগী,ꯀꯂ꯭ꯁꯇꯔꯗꯒꯤ
কুইরপোত্নি,ꯀꯨꯏꯔꯄꯣꯠꯅꯤ
শিঞ্জিল্লি,ꯁꯤꯟꯖꯤꯜꯂꯤ
নুংশিবদুবু,ꯅꯨꯡꯁꯤꯕꯗꯨꯕꯨ
ত্রিমালাগী,ꯇꯔ꯭ꯤꯃꯥꯂꯥꯒꯤ
থৌগৎনিংঙাই,ꯊꯧꯒꯠꯅꯤꯡꯉꯥꯏ
কোর্পোরেসন,ꯀꯣꯔꯄꯣꯔꯦꯁꯟ
হাত্ত্রবসু,ꯍꯥꯠꯇꯔ꯭ꯕꯁꯨ
দিভাইদেন্দ,ꯗꯤꯚꯥꯏꯗꯦꯟꯗ
ত্রেনিংশীং,ꯇꯔ꯭ꯦꯅꯤꯡꯁꯤꯡ
অহিংনুংথিল,ꯑꯍꯤꯡꯅꯨꯡꯊꯤꯜ
য়াংখৈনিথোই,ꯌꯥꯡꯈꯩꯅꯤꯊꯣꯏ
এন্তিনেটেল,ꯑꯦꯟꯇꯤꯅꯦꯇꯦꯜ
মেথমেটিক্স,ꯃꯦꯊꯃꯦꯇꯤꯛꯁ
অৱাংনোংপোক,ꯑꯋꯥꯡꯅꯣꯡꯄꯣꯛ
রিসোর্সশীং,ꯔꯤꯁꯣꯔꯁꯁꯤꯡ
থৌওংশীংদগী,ꯊꯧꯑꯣꯡꯁꯤꯡꯗꯒꯤ
লৈথোক্কদগে,ꯂꯩꯊꯣꯛꯀꯗꯒꯦ
এলাউএন্সকী,ꯑꯦꯂꯥꯎꯑꯦꯟꯁꯀꯤ
থাদোক্খ্রো,ꯊꯥꯗꯣꯛꯈꯔ꯭ꯣ
ইন্সপেক্সন,ꯏꯟꯁꯄꯦꯛꯁꯟ
মখোয়্শিংদু,ꯃꯈꯣꯌꯁꯤꯡꯗꯨ
য়েপ্শিল্লি,ꯌꯦꯞꯁꯤꯜꯂꯤ
ফোংদোক্নখি,ꯐꯣꯡꯗꯣꯛꯅꯈꯤ
মেনেজমেন্ত,ꯃꯦꯅꯦꯖꯃꯦꯟꯇ
থিবিরক্পবু,ꯊꯤꯕꯤꯔꯛꯄꯕꯨ
শন্দোক্খরে,ꯁꯟꯗꯣꯛꯈꯔꯦ
ফ্রেক্সিয়স,ꯐꯔ꯭ꯦꯛꯁꯤꯌꯁ
স্কোলারশীং,ꯁꯀ꯭ꯣꯂꯥꯔꯁꯤꯡ
হেয়রশীংদগী,ꯍꯦꯌꯔꯁꯤꯡꯗꯒꯤ
বোর্ডশীংগী,ꯕꯣꯔꯗꯁꯤꯡꯒꯤ
তাবশীংসিনি,ꯇꯥꯕꯁꯤꯡꯁꯤꯅꯤ
রেস্পিরেসন,ꯔꯦꯁꯄꯤꯔꯦꯁꯟ
কার্দশীংগী,ꯀꯥꯔꯗꯁꯤꯡꯒꯤ
হায়দ্রাবাদ,ꯍꯥꯌꯗꯔ꯭ꯥꯕꯥꯗ
মিল্লেনিয়ম,ꯃꯤꯜꯂꯦꯅꯤꯌꯝ
পোথ্থাবদগী,ꯄꯣꯊꯊꯥꯕꯗꯒꯤ
মীরোন্নবগী,ꯃꯤꯔꯣꯟꯅꯕꯒꯤ
লায়রবশীংবু,ꯂꯥꯌꯔꯕꯁꯤꯡꯕꯨ
মনুংলোম্দা,ꯃꯅꯨꯡꯂꯣꯝꯗꯥ
মেটারিজিয়ম,ꯃꯦꯇꯥꯔꯤꯖꯤꯌꯝ
নংহৌখিবনি,ꯅꯪꯍꯧꯈꯤꯕꯅꯤ
এপেন্দিক্স,ꯑꯦꯄꯦꯟꯗꯤꯛꯁ
মান্দোব্তা,ꯃꯥꯟꯗꯣꯕꯇꯥ
শীংমিনিশীং,ꯁꯤꯡꯃꯤꯅꯤꯁꯤꯡ
সেক্যুরিতি,ꯁꯦꯀꯌ꯭ꯨꯔꯤꯇꯤ
লৌশিংজ্ঞান,ꯂꯧꯁꯤꯪꯖꯟꯥꯟ
ইন্সপেক্টর,ꯏꯟꯁꯄꯦꯛꯇꯔ
কেপাসিটিগী,ꯀꯦꯄꯥꯁꯤꯇꯤꯒꯤ
লম্হূইদুবু,ꯂꯝꯍꯨꯏꯗꯨꯕꯨ
ত্রাফিক্কী,ꯇꯔ꯭ꯥꯐꯤꯛꯀꯤ
প্রাইওরিটি,ꯄꯔ꯭ꯥꯏꯑꯣꯔꯤꯇꯤ
অমাংবশীংদু,ꯑꯃꯥꯡꯕꯁꯤꯡꯗꯨ
ষ্টাদিজমাস,ꯁꯇ꯭ꯥꯗꯤꯖꯃꯥꯁ
তেলেফোন্দা,ꯇꯦꯂꯦꯐꯣꯟꯗꯥ
ফৌদোক্পিরো,ꯐꯧꯗꯣꯛꯄꯤꯔꯣ
এন্টিনেতেল,ꯑꯦꯟꯇꯤꯅꯦꯇꯦꯜ
আইপিএফটিগী,ꯑꯥꯏꯄꯤꯑꯦꯐꯇꯤꯒꯤ
পুন্শিল্লো,ꯄꯨꯟꯁꯤꯜꯂꯣ
সেক্রিফাইস,ꯁꯦꯀꯔ꯭ꯤꯐꯥꯏꯁ
গাইদেন্সকী,ꯒꯥꯏꯗꯦꯟꯁꯀꯤ
থোক্খিদ্রে,ꯊꯣꯛꯈꯤꯗꯔ꯭ꯦ
শাশিন্নবনি,ꯁꯥꯁꯤꯟꯅꯕꯅꯤ
পুরোহিত্কা,ꯄꯨꯔꯣꯍꯤꯠꯀꯥ
নাহুৎনারেং,ꯅꯥꯍꯨꯠꯅꯥꯔꯦꯡ
ঈথৈলৌখোংগী,ꯏꯊꯩꯂꯧꯈꯣꯡꯒꯤ
দেজিগনেতেদ,ꯗꯦꯖꯤꯒꯅꯦꯇꯦꯗ
খোল্লাউশীং,ꯈꯣꯜꯂꯥꯎꯁꯤꯡ
লায়রবশীংগী,ꯂꯥꯌꯔꯕꯁꯤꯡꯒꯤ
চত্থহল্লি,ꯆꯠꯊꯍꯜꯂꯤ
ত্রিমেষ্টর,ꯇꯔ꯭ꯤꯃꯦꯁꯇꯔ
অসিগু্ম্বা,ꯑꯁꯤꯒꯨꯃꯕꯥ
শুদ্রিঙৈগী,ꯁꯨꯗꯔ꯭ꯤꯉꯩꯒꯤ
সোফ্টৱ্যের,ꯁꯣꯐꯇꯋꯌ꯭ꯦꯔ
কায়হন্নবগী,ꯀꯥꯌꯍꯟꯅꯕꯒꯤ
পাসপোর্তকী,ꯄꯥꯁꯄꯣꯔꯇꯀꯤ
কৌবিরক্কনু,ꯀꯧꯕꯤꯔꯛꯀꯅꯨ
পায়খৎখিবনি,ꯄꯥꯌꯈꯠꯈꯤꯕꯅꯤ
আরকেএফদিএ,ꯑꯥꯔꯀꯦꯑꯦꯐꯗꯤꯑꯦ
সিগনেচরশীং,ꯁꯤꯒꯅꯦꯆꯔꯁꯤꯡ
ওক্সিদেটিভ,ꯑꯣꯛꯁꯤꯗꯦꯇꯤꯚ
সোর্সপ্রোফ,ꯁꯣꯔꯁꯄꯔ꯭ꯣꯐ
ওথেন্তিকেট,ꯑꯣꯊꯦꯟꯇꯤꯀꯦꯠ
খুত্শেম্নি,ꯈꯨꯠꯁꯦꯝꯅꯤ
পোন্দিচেরি,ꯄꯣꯟꯗꯤꯆꯦꯔꯤ
থাবিরক্এদো,ꯊꯥꯕꯤꯔꯛꯑꯦꯗꯣ
লম্দম্সিগী,ꯂꯝꯗꯝꯁꯤꯒꯤ
খজিক্তংদগী,ꯈꯖꯤꯛꯇꯪꯗꯒꯤ
লেম্থোক্পা,ꯂꯦꯝꯊꯣꯛꯄꯥ
কন্দিসন্দা,ꯀꯟꯗꯤꯁꯟꯗꯥ
হোত্নগদবনি,ꯍꯣꯠꯅꯒꯗꯕꯅꯤ
তোরেন্সিএল,ꯇꯣꯔꯦꯟꯁꯤꯑꯦꯜ
লোকেলিটিগী,ꯂꯣꯀꯦꯂꯤꯇꯤꯒꯤ
কম্যুনিটিজ,ꯀꯃꯌ꯭ꯨꯅꯤꯇꯤꯖ
শেন্থোক্কী,ꯁꯦꯟꯊꯣꯛꯀꯤ
তৌহৌদ্রবদি,ꯇꯧꯍꯧꯗꯔ꯭ꯕꯗꯤ
পুন্সিল্লু,ꯄꯨꯟꯁꯤꯜꯂꯨ
হোংদোক্কনি,ꯍꯣꯡꯗꯣꯛꯀꯅꯤ
ইন্দিয়াদদি,ꯏꯟꯗꯤꯌꯥꯗꯗꯤ
ইন্দিজিনাস,ꯏꯟꯗꯤꯖꯤꯅꯥꯁ
এক্সপ্রেসন,ꯑꯦꯛꯁꯄꯔ꯭ꯦꯁꯟ
ফর্টিলাইজর,ꯐꯔꯇꯤꯂꯥꯏꯖꯔ
রেটিনোপেথি,ꯔꯦꯇꯤꯅꯣꯄꯦꯊꯤ
লাক্ত্রিঙৈ,ꯂꯥꯛꯇꯔ꯭ꯤꯉꯩ
য়ুজেনিক্স,ꯌꯨꯖꯦꯅꯤꯛꯁ
পোত্থাবদগী,ꯄꯣꯠꯊꯥꯕꯗꯒꯤ
সর্ভিসেসবু,ꯁꯔꯚꯤꯁꯦꯁꯕꯨ
প্রিদিফাইন,ꯄꯔ꯭ꯤꯗꯤꯐꯥꯏꯟ
এন্টিটিশীং,ꯑꯦꯟꯇꯤꯇꯤꯁꯤꯡ
দোরেন্দ্রো,ꯗꯣꯔꯦꯟꯗꯔ꯭ꯣ
চাইল্ডলাইন,ꯆꯥꯏꯜꯗꯂꯥꯏꯟ
মণিপুরীশিং,ꯃꯅꯤꯄꯨꯔꯤꯁꯤꯡ
ইদুকেস্নেল,ꯏꯗꯨꯀꯦꯁꯅꯦꯜ
পাংথোক্কনি,ꯄꯥꯡꯊꯣꯛꯀꯅꯤ
পুরস্কারগী,ꯄꯨꯔꯁꯀꯥꯔꯒꯤ
পায়্রুরেদো,ꯄꯥꯌꯔ꯭ꯨꯔꯦꯗꯣ
মপুক্নিংদু,ꯃꯄꯨꯛꯅꯤꯡꯗꯨ
দেটাবেজদগী,ꯗꯦꯇꯥꯕꯦꯖꯗꯒꯤ
লাইহৌদগীদি,ꯂꯥꯏꯍꯧꯗꯒꯤꯗꯤ
এবিলিটিশীং,ꯑꯦꯕꯤꯂꯤꯇꯤꯁꯤꯡ
কৌশিল্লেদো,ꯀꯧꯁꯤꯜꯂꯦꯗꯣ
তারিপোত্নি,ꯇꯥꯔꯤꯄꯣꯠꯅꯤ
ত্রান্সিসন,ꯇꯔ꯭ꯥꯟꯁꯤꯁꯟ
চাম্থোক্পা,ꯆꯥꯝꯊꯣꯛꯄꯥ
জুগেশচঃদ্র,ꯖꯨꯒꯦꯁꯆঃꯗꯔ꯭
ছাত্রশীংবু,ꯁꯥꯇꯔ꯭ꯁꯤꯡꯕꯨ
প্রিএৱার্দ,ꯄꯔ꯭ꯤꯑꯦꯋꯥꯔꯗ
ত্রেদিসনেল,ꯇꯔ꯭ꯦꯗꯤꯁꯅꯦꯜ
মেথমেতিক্স,ꯃꯦꯊꯃꯦꯇꯤꯛꯁ
ন্বাথোক্তা,ꯅꯋ꯭ꯥꯊꯣꯛꯇꯥ
প্রোমোসনেল,ꯄꯔ꯭ꯣꯃꯣꯁꯅꯦꯜ
হল্লক্তবগী,ꯍꯜꯂꯛꯇꯕꯒꯤ
পুন্শিল্লে,ꯄꯨꯟꯁꯤꯜꯂꯦ
জর্নেলিষ্ট,ꯖꯔꯅꯦꯂꯤꯁꯇ
পেরিতোনিএল,ꯄꯦꯔꯤꯇꯣꯅꯤꯑꯦꯜ
সেক্সচুয়েল,ꯁꯦꯛꯁꯆꯨꯌꯦꯜ
মেচ্যুরিতি,ꯃꯦꯆꯌ꯭ꯨꯔꯤꯇꯤ
মোর্টিলিটি,ꯃꯣꯔꯇꯤꯂꯤꯇꯤ
পঞ্চগাভ্যা,ꯄꯟꯆꯒꯥꯚꯌ꯭ꯥ
ফাওদোক্নৈ,ꯐꯥꯑꯣꯗꯣꯛꯅꯩ
ইন্দ্রধনুষ,ꯏꯟꯗꯔ꯭ꯙꯅꯨꯁ
গবর্ণমেন্ট,ꯒꯕꯔꯅꯃꯦꯟꯇ
পেমেন্টশীং,ꯄꯦꯃꯦꯟꯇꯁꯤꯡ
ৱাংখৎহল্লি,ꯋꯥꯡꯈꯠꯍꯜꯂꯤ
প্রজাশিংবু,ꯄꯔ꯭ꯖꯥꯁꯤꯡꯕꯨ
ওথেন্টিকেট,ꯑꯣꯊꯦꯟꯇꯤꯀꯦꯠ
হায়বসিসুনি,ꯍꯥꯌꯕꯁꯤꯁꯨꯅꯤ
